Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Josh Allen,BUF,20,31,64.5,424,13.7,4,1,0,5,42,0,0,1,36.2,36.2,97.2%,2022,QB,5
2,Patrick Mahomes II,KC,29,43,67.4,292,6.8,4,0,3,4,28,0,0,1,30.5,30.5,92.9%,2022,QB,5
3,Jalen Hurts,PHI,26,36,72.2,239,6.6,0,0,2,15,61,2,0,1,27.7,27.7,91.6%,2022,QB,5
4,Geno Smith,SEA,16,25,64.0,268,10.7,3,0,3,3,13,0,0,1,24.0,24.0,49.4%,2022,QB,5
5,Kirk Cousins,ATL,32,41,78.0,296,7.2,1,1,1,4,4,1,0,1,23.2,23.2,43.6%,2022,QB,5
6,Carson Wentz,KC,25,38,65.8,359,9.4,2,1,3,5,15,0,0,1,22.9,22.9,1.1%,2022,QB,5
7,Tom Brady,FA,35,52,67.3,351,6.8,1,0,0,3,-3,0,0,1,19.7,19.7,5.3%,2022,QB,5
8,Joe Burrow,CIN,24,35,68.6,217,6.2,1,1,2,3,6,1,0,1,18.3,18.3,92.1%,2022,QB,5
9,Jimmy Garoppolo,LAR,18,30,60.0,253,8.4,2,0,2,1,-1,0,0,1,18.0,18.0,2.8%,2022,QB,5
10,Marcus Mariota,WAS,14,25,56.0,147,5.9,1,0,5,7,61,0,0,1,18.0,18.0,2.7%,2022,QB,5
11,Derek Carr,NO,19,30,63.3,241,8.0,2,0,2,1,3,0,0,1,17.9,17.9,20.5%,2022,QB,5
12,Kyler Murray,ARI,28,42,66.7,250,6.0,1,1,1,4,42,0,0,1,17.2,17.2,84.0%,2022,QB,5
13,Justin Fields,PIT,15,21,71.4,208,9.9,1,0,2,8,47,0,0,1,17.0,17.0,20.2%,2022,QB,5
14,Aaron Rodgers,NYJ,25,39,64.1,222,5.7,2,0,2,0,0,0,0,1,16.9,16.9,47.5%,2022,QB,5
15,Lamar Jackson,BAL,19,32,59.4,174,5.4,1,1,1,12,58,0,0,1,15.8,15.8,97.0%,2022,QB,5
16,Jacoby Brissett,NE,21,34,61.8,230,6.8,1,1,0,3,32,0,0,1,15.4,15.4,3.9%,2022,QB,5
17,Zach Wilson,DEN,14,21,66.7,210,10.0,0,0,2,4,2,1,0,1,14.6,14.6,0.9%,2022,QB,5
18,Justin Herbert,LAC,22,34,64.7,228,6.7,1,0,1,5,13,0,0,1,14.4,14.4,77.4%,2022,QB,5
19,Kenny Pickett,PHI,34,52,65.4,327,6.3,0,1,3,1,10,0,0,1,13.1,13.1,4.2%,2022,QB,5
20,Daniel Jones,MIN,21,27,77.8,217,8.0,0,0,1,10,37,0,0,1,12.4,12.4,13.0%,2022,QB,5
21,Trevor Lawrence,JAC,25,47,53.2,286,6.1,0,2,0,4,29,0,0,1,12.3,12.3,30.9%,2022,QB,5
22,Ryan Tannehill,FA,15,25,60.0,181,7.2,1,0,5,3,3,0,0,1,11.5,11.5,1.3%,2022,QB,5
23,Matthew Stafford,LAR,28,42,66.7,308,7.3,1,1,5,0,0,0,2,1,11.3,11.3,54.5%,2022,QB,5
24,Russell Wilson,PIT,21,39,53.8,274,7.0,0,2,4,4,22,0,0,1,11.2,11.2,48.0%,2022,QB,5
25,Bailey Zappe,CLE,17,21,81.0,188,9.0,1,1,0,5,5,0,0,1,11.0,11.0,0.6%,2022,QB,5
26,Andy Dalton,CAR,16,24,66.7,187,7.8,1,1,1,7,4,0,0,1,10.9,10.9,2.5%,2022,QB,5
27,Matt Ryan,FA,26,41,63.4,251,6.1,0,2,6,1,1,0,0,1,8.1,8.1,0.1%,2022,QB,5
28,Baker Mayfield,TB,20,36,55.6,215,6.0,0,1,4,0,0,0,0,1,7.6,7.6,86.5%,2022,QB,5
29,Jared Goff,DET,19,35,54.3,229,6.5,0,1,2,3,7,0,1,1,6.9,6.9,83.6%,2022,QB,5
30,Davis Mills,HOU,16,24,66.7,140,5.8,0,0,1,2,2,0,0,1,5.8,5.8,0.1%,2022,QB,5
31,Cooper Rush,DAL,10,16,62.5,102,6.4,0,0,3,4,-1,0,0,1,4.0,4.0,6.1%,2022,QB,5
32,Skylar Thompson,PIT,19,33,57.6,166,5.0,0,1,2,0,0,0,1,1,3.6,3.6,2.0%,2022,QB,5
33,P.J. Walker,FA,5,6,83.3,60,10.0,0,0,2,0,0,0,0,1,2.4,2.4,0.0%,2022,QB,5
34,Case Keenum,HOU,2,5,40.0,8,1.6,0,0,0,2,-2,0,0,1,0.1,0.1,0.0%,2022,QB,5
35,Feleipe Franks,CAR,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,QB,5
36,Teddy Bridgewater,DET,0,1,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.8%,2022,QB,5
37,Taysom Hill,NO,1,1,100.0,22,22.0,1,0,0,9,112,3,0,1,0.0,0.0,27.7%,2022,QB,5
38,Brock Purdy,SF,0,0,0,0,0,0,0,0,1,-1,0,0,1,-0.1,-0.1,79.2%,2022,QB,5
